"SELECT * FROM (SELECT * FROM mytable LEFT JOIN mytable2 ON Factor_ID = Id) f PIVOT (max(f.value) FOR f.factoryCode IN (ZD, COD, SW, PH)) d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT * FROM (SELECT * FROM mytable LEFT JOIN mytable2 ON Factor_ID = Id) PIVOT (max(f.value) FOR f.factoryCode IN (ZD, COD, SW, PH)) d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT last_value(some_column IGNORE NULLS) OVER (PARTITION BY some_other_column_1, some_other_column_2 ORDER BY some_other_column_3 ROWS BETWEEN UNBOUNDED PRECEDING AND UNBOUNDED FOLLOWING) column_alias FROM some_table","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT mycolumn \"My Column Name\" FROM mytable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT +1, -1 FROM tableName","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT col FROM tbl WHERE col IS NOT TRUE","net.sf.jsqlparser.expression.operators.relational.IsBooleanExpression","net.sf.jsqlparser.schema.Column","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT * FROM mytable WHERE (trim(a), trim(b)) IN (SELECT a, b FROM mytable2)","net.sf.jsqlparser.expression.operators.relational.InExpression","net.sf.jsqlparser.expression.RowConstructor","net.sf.jsqlparser.expression.Function","net.sf.jsqlparser.expression.operators.relational.ExpressionList","net.sf.jsqlparser.schema.Column","net.sf.jsqlparser.expression.Function","net.sf.jsqlparser.expression.operators.relational.ExpressionList","net.sf.jsqlparser.schema.Column","net.sf.jsqlparser.statement.select.SubSelect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT * FROM mytable WHERE (SSN, SSM) IN (('11111111111111', '22222222222222'))","net.sf.jsqlparser.expression.operators.relational.InExpression","net.sf.jsqlparser.expression.RowConstructor","net.sf.jsqlparser.schema.Column","net.sf.jsqlparser.schema.Column","net.sf.jsqlparser.expression.operators.relational.ExpressionList","net.sf.jsqlparser.expression.RowConstructor","net.sf.jsqlparser.expression.StringValue","net.sf.jsqlparser.expression.StringValue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT * FROM mytable WHERE (a, b) IN ((1, 2), (3, 4), (5, 6), (7, 8))","net.sf.jsqlparser.expression.operators.relational.InExpression","net.sf.jsqlparser.expression.RowConstructor","net.sf.jsqlparser.schema.Column","net.sf.jsqlparser.schema.Column","net.sf.jsqlparser.expression.operators.relational.ExpressionList","net.sf.jsqlparser.expression.RowConstructor","net.sf.jsqlparser.expression.LongValue","net.sf.jsqlparser.expression.LongValue","net.sf.jsqlparser.expression.RowConstructor","net.sf.jsqlparser.expression.LongValue","net.sf.jsqlparser.expression.LongValue","net.sf.jsqlparser.expression.RowConstructor","net.sf.jsqlparser.expression.LongValue","net.sf.jsqlparser.expression.LongValue","net.sf.jsqlparser.expression.RowConstructor","net.sf.jsqlparser.expression.LongValue","net.sf.jsqlparser.expression.LongValue","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT task_id AS \"Task Id\" FROM testtable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT CASE WHEN CASE WHEN 1 THEN 10 ELSE 20 END > 15 THEN 'BBB' END FROM tab1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT (CASE WHEN (CASE a WHEN 1 THEN 10 ELSE 20 END) > 15 THEN 'BBB' END) FROM tab1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT foo.*, bar.* FROM foo, bar WHERE foo.id = bar.foo_id FOR UPDATE OF foo","net.sf.jsqlparser.expression.operators.relational.EqualsTo","net.sf.jsqlparser.expression.BinaryExpression","net.sf.jsqlparser.schema.Column","net.sf.jsqlparser.schema.Column","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT TOP ?1 * FROM mytable WHERE mytable.col = 9","net.sf.jsqlparser.expression.operators.relational.EqualsTo","net.sf.jsqlparser.expression.BinaryExpression","net.sf.jsqlparser.schema.Column","net.sf.jsqlparser.expression.LongValue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"select top :name1 foo from bar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"select top ? foo from bar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT a, b FROM foo WHERE a ~ '[help].*'","net.sf.jsqlparser.expression.operators.relational.RegExpMatchOperator","net.sf.jsqlparser.expression.BinaryExpression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT f2 FROM SOME_FUNCTION()","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT * FROM mytable WHERE (a, b, c, d, e) IN ((1, 2, 3, 4, 5), (6, 7, 8, 9, 10), (11, 12, 13, 14, 15))","net.sf.jsqlparser.expression.operators.relational.InExpression","net.sf.jsqlparser.expression.RowConstructor","net.sf.jsqlparser.schema.Column","net.sf.jsqlparser.schema.Column","net.sf.jsqlparser.schema.Column","net.sf.jsqlparser.schema.Column","net.sf.jsqlparser.schema.Column","net.sf.jsqlparser.expression.operators.relational.ExpressionList","net.sf.jsqlparser.expression.RowConstructor","net.sf.jsqlparser.expression.LongValue","net.sf.jsqlparser.expression.LongValue","net.sf.jsqlparser.expression.LongValue","net.sf.jsqlparser.expression.LongValue","net.sf.jsqlparser.expression.LongValue","net.sf.jsqlparser.expression.RowConstructor","net.sf.jsqlparser.expression.LongValue","net.sf.jsqlparser.expression.LongValue","net.sf.jsqlparser.expression.LongValue","net.sf.jsqlparser.expression.LongValue","net.sf.jsqlparser.expression.LongValue","net.sf.jsqlparser.expression.RowConstructor","net.sf.jsqlparser.expression.LongValue","net.sf.jsqlparser.expression.LongValue","net.sf.jsqlparser.expression.LongValue","net.sf.jsqlparser.expression.LongValue","net.sf.jsqlparser.expression.LongValue","","","","","","","","","","","","","","","","","","","",""
"SELECT myFunc(SELECT mycol FROM mytable)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT * FROM xxx WHERE exclude = 1","net.sf.jsqlparser.expression.operators.relational.EqualsTo","net.sf.jsqlparser.expression.BinaryExpression","net.sf.jsqlparser.schema.Column","net.sf.jsqlparser.expression.LongValue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT FORMAT(100000, 2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT SP_ID FROM ST_PR WHERE INSTR(',' || SP_OFF || ',', ',' || ? || ',') > 0","net.sf.jsqlparser.expression.operators.relational.GreaterThan","net.sf.jsqlparser.expression.BinaryExpression","net.sf.jsqlparser.expression.Function","net.sf.jsqlparser.expression.operators.relational.ExpressionList","net.sf.jsqlparser.expression.operators.arithmetic.Concat","net.sf.jsqlparser.expression.BinaryExpression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT INTERVAL ? DAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT count(*) FROM mytable WHERE 0","net.sf.jsqlparser.expression.LongValue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT count(*) FROM mytable WHERE 1","net.sf.jsqlparser.expression.LongValue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT * FROM tabelle1, tabelle2 WHERE tabelle1.a(+) = tabelle2.b","net.sf.jsqlparser.expression.operators.relational.EqualsTo","net.sf.jsqlparser.expression.BinaryExpression","net.sf.jsqlparser.schema.Column","net.sf.jsqlparser.schema.Column","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT * FROM tabelle1, tabelle2 WHERE tabelle1.a(+) > tabelle2.b","net.sf.jsqlparser.expression.operators.relational.GreaterThan","net.sf.jsqlparser.expression.BinaryExpression","net.sf.jsqlparser.schema.Column","net.sf.jsqlparser.schema.Column","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT * FROM tabelle1, tabelle2 WHERE tabelle1.a(+) = tabelle2.b AND tabelle1.b(+) IN ('A', 'B')","net.sf.jsqlparser.expression.operators.conditional.AndExpression","net.sf.jsqlparser.expression.BinaryExpression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT (arr[1:3])[1] FROM MYTABLE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT FORMAT(date, 'yyyy-MM') AS year_month FROM mine_table","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT name FROM tbl WHERE name IS DISTINCT FROM foo","net.sf.jsqlparser.expression.operators.relational.IsDistinctExpression","net.sf.jsqlparser.expression.BinaryExpression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT ID_COMPANY FROM SESSION.COMPANY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT CASE WHEN T.ISC = 1 THEN T.EXTDESC WHEN T.b = 2 THEN '2' ELSE T.C END AS 'Test' FROM T","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT columnName FROM schemaName.tableName","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT _utf8'testvalue'","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT ADDDATE(timeColumn1, INTERVAL 420 MINUTES) AS timeColumn1 FROM tbl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT ADDDATE(timeColumn1, INTERVAL -420 MINUTES) AS timeColumn1 FROM tbl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT algorithm FROM tablename","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT * FROM in.tablename","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT (EXTRACT(epoch FROM age(d1, d2)) / 2)::numeric","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT avg((EXTRACT(epoch FROM age(d1, d2)) / 2)::numeric)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT (1 / 2)::numeric","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT Character, Duration FROM actor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT 1 - 1, 1 + 1, -1 - 1, -1 + 1, +1 + 1, +1 - 1 FROM tableName","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT ARRAY_AGG(NAME ORDER BY ID) FILTER (WHERE NAME IS NOT NULL)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT * FROM mytable WHERE (w_id SIMILAR TO '/foo/__/bar/(left|right)/[0-9]{4}-[0-9]{2}-[0-9]{2}(/[0-9]*)?')","net.sf.jsqlparser.expression.Parenthesis","net.sf.jsqlparser.expression.operators.relational.SimilarToExpression","net.sf.jsqlparser.expression.BinaryExpression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT * FROM (mytable myalias)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT * FROM (mytable) myalias","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT ! (1 + 1)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT DATEDIFF(NOW(), MIN(s.startTime))","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT MATCH (col1) AGAINST ('test' IN NATURAL LANGUAGE MODE) relevance FROM tbl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT * FROM mytable FOR UPDATE WAIT 60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT substring(id, 2, 3) FROM mytable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT substring(id from 2 for 3) FROM mytable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT mycolumn AS \"My Column Name\" FROM mytable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT col FROM tbl cs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT CASE WHEN (CASE WHEN (CASE WHEN (1) THEN 0 END) THEN 0 END) THEN 0 END FROM a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT CASE WHEN (CASE WHEN (CASE WHEN (CASE WHEN (1) THEN 0 END) THEN 0 END) THEN 0 END) THEN 0 END FROM a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT 'a'","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT ''''","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT '\''","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT 'ab''ab'","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT 'ab\'ab'","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT acolumn::bit (64)::bigint FROM mytable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT * FROM tab1 WHERE a > 34 GROUP BY tab1.b ORDER BY tab1.a DESC, tab1.b ASC","net.sf.jsqlparser.expression.operators.relational.GreaterThan","net.sf.jsqlparser.expression.BinaryExpression","net.sf.jsqlparser.schema.Column","net.sf.jsqlparser.expression.LongValue","net.sf.jsqlparser.expression.operators.relational.ExpressionList","tab1.a","tab1.b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT col1::varchar FROM tabelle1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT col1::varchar (256) FROM tabelle1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT 5::varchar (256) FROM tabelle1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT 5.67::varchar (256) FROM tabelle1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT 'test'::character varying FROM tabelle1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SELECT CAST('test' AS character varying) FROM tabelle1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
